,timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,is_hint_used,level
4935312,2019-06-04 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,T4SE4EgcHfMeg58rrWKRWuXd7tw0mVCfHJvBhy6TC78=,4OHeil6JoDUhPR8vh/C+vZ2SQGZYZEQ0UV2k0rfD1q8=,9,1,0,4,1,0,1,0
4937825,2019-05-09 15:00:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,+owQ9eTzitOLHF3SZxKwWN9ZpsHjg3tK4A9fpS7E0oo=,VVQjr07znIjd/PCBsDdREd523NegnyNeEmaMtyzRv18=,7,1,0,11,1,0,1,0
4937839,2019-05-31 23:45:00 UTC,oGnSierfn99uwfZucRpgMzjXX1KW2HigCrGVcPFiAoA=,l1rjnoyfJCnZv8AJ4YiaXNG3b/Qrtstg83+T9K4A4pU=,HBxWhB8fmpuSuv8qjgTQfRpQDj8NAzl/4B/aUt2Uf+Y=,6,1,0,18,1,0,1,0
4938872,2019-06-02 19:15:00 UTC,Dq4uCsNL9/pg7BcNMwuUB156IW9ELoXMZEBIxeBRhAs=,OmVUm+97EqL1PSeEy318gszce7gJjIMnEjDMFU9e+qA=,BoI6ypPvadvN1h3YNhfGZHyCeWHSURc5AiYTGaLxPSY=,8,1,1,101,2,2,0,1
4945272,2019-07-24 23:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,mAB3QAiXhn5u1Ubs1gIPLu0o2bHZVQAAgXawpyGaQs8=,37,2,1,29,3,0,1,0
4945718,2019-07-16 10:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,5gAwpmADo34wxzAw/auRsRgPsj+RvWPNWhOj3SdP0Ss=,lwB7SdLCstq3oBtC0kvPIRMENZhqV12w1ZOO7hknj0E=,42,3,0,29,1,0,1,1
4948307,2019-07-17 22:45:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,H9tE/axZ4DsmCfhZY9auIyxyBeXalwM2dnTvNSkhD+E=,2w0Qwv6mnRTrFA1jVTWLEINm9kdTTTnODxt6he68CAE=,6,1,0,640,1,0,1,1
4950009,2019-07-23 10:00:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,OmUsbt7RaK3Gs9LwcpEYshJl6rIzzZF5DjRp230rTNI=,/ZasDGwgDo9GEKt8lIfOD6R7TqEXmRwR3xFi1GQkQ98=,18,1,0,11,1,0,1,3
4951196,2018-08-26 16:45:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,BMWFDTPQo2WDehX7lEVqVUvQfGCijq3whIyPYMnjc30=,TQBv+JEGbKUcbPW+iLC1dnPvDpx8haY0Ven0tSXRqZk=,4,1,0,6,1,0,1,0
4951929,2018-09-21 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,pHm5o9NLjlO2lXB7CH2U80qF20rcHwHgxaIwnQiSd/c=,hl9J2NYf86KlPo4VlMqiiKREZjLVYg6YgsyP/jlbOeM=,1,1,1,23,3,1,0,0
4952069,2018-09-30 20:15:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,w3a6Wk12CqIrUktZei2Z0W3Rf8xdgEdjIW9QX0MWIf8=,ybfg9AXP3ifWJ4WAyZroe/uToahgz3S1Xdg/HIeUDMA=,8,1,1,22,2,1,0,2
4952825,2018-09-19 14:15:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,kwPXscWGwlFEBMGbV9JSoj7leEOLPiJpZS/s3V6oeQU=,LZfkocQiBOpqTbN0wGqkDIGzqLawNlFlGLyhm47YmZo=,9,1,1,6,1,4,0,0
4953420,2018-09-20 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,EeAQRS+kGarrxqFWxO5U2lJ12zE7xgtIiHO9ojBNYpw=,ZaJnvj14auMYf8/XpdsrH4glIkmOyb4lc2uLi2agB7U=,1,1,0,8,1,0,1,0
4953432,2018-09-28 21:15:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,HROyctImDBKuPzjUmVSIohpPweqOuiui22XdmzgKM8I=,1,1,0,8,1,0,1,0
4957817,2018-10-30 15:45:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,UqfpH7HCLC3Ct5Qj8lQ5MA9fzVPZBoROdRbVJpqQRs8=,FcUMEObx6JxUVKT8GFK6T+Gqg/7G57wiBrnzI9olzhM=,3,1,1,21,3,1,0,0
4958957,2018-10-23 16:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,ftd83byEkCJP2Rr/X/jbvXh0UcHzb+Vb7F6Tyae+9zY=,3,1,1,10,6,4,0,0
4960459,2018-10-05 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,Ps4dfShfpeMF3VG030HqZ2bsbD7PaVxvJYFTtroeSzQ=,kVKYhyvsGHV5RG7YfDEIGLgoTETpX3sU0ep8Nr/njFQ=,1,1,0,236,1,0,1,0
4972070,2018-09-28 21:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,svTmVFY7kPYUWAdDc4l5Zaim90TY7RGkFLs/eaU4FVc=,Bnu5gxM8zBFUzISgkkOKOulDX0TdnMIFDR95RrttUxA=,1,1,0,17,1,0,1,0
4972936,2018-09-30 20:15:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,hh/TsCdqv8djQ9xuzYoVVu2I0cYQSdI5SohMhgmUNf4=,9,1,0,6,1,0,1,3
4973507,2018-09-28 21:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,OVGQBBcCHSOyJ89uwY+z15n2iuZYrv8Tajf37jiGzqc=,JAwso//i9UAhqk1mFmZUkEe9vb5wVesg3eJzuAL5NcQ=,3,1,0,14,1,0,1,0
4974973,2018-09-26 12:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,MT7C8JLJuKRBwbHC7sjLfteRuwqBae+IlGh/2pBtUX4=,1M56FdzT3PbrsUupfVHc2A/azHanh4Ko3b4Qkac6fCQ=,8,1,0,27,1,0,1,1
4975553,2018-09-30 10:45:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,Wk1PobqnhB1FsjjiU84gVNe9j4O6SLWWYfvGb/l6MR4=,dnVyvKO5dpFqoaNObTOOkSfQR3Lmd7XXhxyVGkSep68=,4,1,0,17,1,0,1,0
4976975,2018-10-23 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,/d39FzqaM3PZzpoMXxA80PMICsVhzfL6MGSCqZtsQOo=,UiJAjOdoSpKZoOyAxq9usrVJ9OgahIkV/nAYZfv5bsQ=,13,1,1,8,8,3,0,0
4977159,2018-10-24 16:30:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,LABXrcnSSYw9D5Y6UesjShprnzk2yqms4v5kBAod3uI=,K6s5xpN+E8d/SF7ln+4UCvkEBuSAos1k4fzgffKcjwQ=,3,1,1,22,2,1,0,0
4977841,2018-10-16 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,RKkxBe+3Z33I75tZfZ8EY7LtVnN5QEfE8O0y6bPFCeo=,vcOSz4LAzQO+R3yw/t1RR8kXE/KViXH2NCi1qR49TZA=,17,2,1,6,1,4,0,0
4981407,2019-07-18 13:00:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,mf5PUtZaZKgrMrWPXCK8shRWejWlf18QjoDp60P8GxA=,LctZpn/8LL0VVAmx+w9ytFvcHjw1DporGWGbd9kdE6g=,1,1,0,56,1,0,1,0
4982065,2019-07-22 22:15:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,qPHR8aBqOhKij9IS/Y8IR8prwWruoDBGU1tVUhXDJkE=,xZt0lv2mhH1IxkjQ7ff1cQQie3ySVhiDx//PruqpUIo=,27,2,0,52,1,0,1,1
4983496,2019-07-29 09:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,UukST5Jm3oHVK7g3ktel5joKNlCYBQJIX/A+GOGyjG4=,54vmKB4bpc9zMQCWseSQjvgkyUlD+H9PuQ7EPBk7Aok=,3,1,0,21,1,0,1,0
4985325,2019-07-17 22:30:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,H9tE/axZ4DsmCfhZY9auIyxyBeXalwM2dnTvNSkhD+E=,e33z//4qNgYf/qXPodSKQSGkKR/TJ5QQxnzvvHsCEyU=,4,1,0,35,1,0,1,0
4986379,2018-08-20 22:00:00 UTC,yPekXx1Zrv1pFIccXt4YcifgY0zodFpUk/JTNP41wlo=,ItQToCzXe/WAeMATDm4tC8gEsJil65dsJph2puJeiSQ=,4kSm91+cv8viDQ68JMuaCzzydE+jjNpZd55AD260G8k=,5,1,0,4,1,0,1,0
4986593,2018-08-26 17:00:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,MT7C8JLJuKRBwbHC7sjLfteRuwqBae+IlGh/2pBtUX4=,obtM3/J1ZifRWJLml1jHZt6p5j9CBRJzgvEui6tXj9o=,6,1,0,7,1,0,1,1
4992266,2018-10-28 18:00:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,ip5uBacJ1fPhAi+v1Uymms6Ie5bRJCPNau3ZoyRwiKo=,BJyNtpoF9wPOj89cpu9dtsEEO+C6L8xk5x6XBlsTGbY=,20,2,0,3,1,0,1,1
4993614,2018-10-30 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,Ps4dfShfpeMF3VG030HqZ2bsbD7PaVxvJYFTtroeSzQ=,KpgqeF0eWza9vswTdKN5f/di9bzsmx5GKc6fgJIann0=,14,1,1,62,1,3,0,0
4994546,2018-10-30 15:45:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,UqfpH7HCLC3Ct5Qj8lQ5MA9fzVPZBoROdRbVJpqQRs8=,hEhvhVFtkw638AITpgtTmHFBKKc9hegIxoH3uYEkOqo=,8,1,1,11,2,1,0,0
4995315,2018-10-05 09:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,svTmVFY7kPYUWAdDc4l5Zaim90TY7RGkFLs/eaU4FVc=,lrglg5yVvRW2s2tQClp4NWK3gaTFTz2rifqT6wN3N/k=,1,1,0,8,1,0,1,0
4995722,2018-10-19 20:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,z7j7u9pIZBLTXsNZB7xMkIJ2CB++xDwCfAFzUG8Juco=,4ZKp/Q88/QP7QrZ5vNwSbwUudYkyZcJBsb3dcLM8Dxc=,1,1,0,87,1,0,1,0
5000076,2019-07-24 09:00:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,OmUsbt7RaK3Gs9LwcpEYshJl6rIzzZF5DjRp230rTNI=,YFImot8pB/RrLVnL6OulPxMv7XINeXwvpHblWTUj9SI=,23,2,0,35,1,0,1,3
5000571,2019-07-23 12:45:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,AtutQaYoYed+bhR0nAKKuHcZCifFK5QvSh/zsmSBYws=,8yHyUwseK4hTtoNVZ5nrpvPpm4UgvOpn9nIEoJdffU0=,12,1,0,96,1,0,1,0
5003014,2019-07-23 12:00:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,fggka57OX3QL3I441EmW3Bn5qGYLMEDYYAJ0whO/BoY=,k44PB+ZqdjRtXtyJ2C9o8koIl2PYVhcs9nhbz6otCG0=,9,1,0,1800,1,0,1,0
5003030,2019-07-16 12:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,mNYkT8PC6nv0Ggnsb1bJUXLN77X4lekcjf8l45VUq9Q=,35,3,0,15,1,0,1,1
5003670,2018-08-18 10:30:00 UTC,ZUmDLuRVX635M8vp2bPmNKZFFXu0ZyEVDzomL5ll7Bo=,s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,pPoy0ujG7psMPa5LUGcQ/vsZadRvUMxo9IeFyDNF7ko=,4,1,1,64,3,0,1,0
5003900,2018-08-23 21:30:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,BG1RsWojzEHzV28RBm/1iKi1NyZgDcDomLYEJSV6lmo=,fvYqVzzS1whoGs0H9Q0xVwqxdezvppkWWegUpSS5Nec=,3,1,1,20,2,1,0,0
5004622,2018-08-24 10:15:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,psOl97Npo5l16YVN2pmzdl20PaJ8JJBhPfoVVdDMiHc=,rgByNWQRJHy/WEpeuwc9Udp7EYO32aDPNfbTevjfXtM=,9,1,0,29,1,0,1,0
5004695,2018-08-16 09:15:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,aidk3wnxk2e9xbBQTP0plmVgHqsXqGF9OT93vKcIMdE=,C1OOHaynoyqIO7BOvL9j1eZXjdOxPIiA1JROcHnX09M=,6,1,0,24,1,0,1,1
5004893,2018-08-26 16:45:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,pHm5o9NLjlO2lXB7CH2U80qF20rcHwHgxaIwnQiSd/c=,0a3rGOP50WwZy5H+62zvz+VqH3/SjCpFd5yZJ5BZWvU=,3,1,0,6,1,0,1,0
5008057,2018-09-30 10:45:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,EeAQRS+kGarrxqFWxO5U2lJ12zE7xgtIiHO9ojBNYpw=,rUW2ibmyt5y5pAySffGVNTH44z0iU9NmJUX6zW0HMxg=,5,1,0,8,1,0,1,0
5009576,2018-09-30 10:15:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,BMWFDTPQo2WDehX7lEVqVUvQfGCijq3whIyPYMnjc30=,9bhuXQ0SusM2/AkF1t0UjKJBCqUI4P82wBHzASHrrvA=,4,1,0,15,1,0,1,0
5011291,2018-10-23 16:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,1fj13beFL9gkyJu7fOVD08cezQW4aaruf2z0f+Xew1E=,OWYk4+IosRY/qQUx/04w/1Nb+18AiWYqowCHRHzqJFg=,5,1,1,13,5,3,0,0
5011422,2018-10-16 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,o/aHMWaMdC0+kGRlcK7UV02bbJaIcaE/j2nbSkgupxw=,PyzcqI7HIrKLA50R1CBaW1zyXUE4NIHg6mqaVGICOXc=,11,1,1,10,5,3,0,0
5011945,2018-10-23 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,/d39FzqaM3PZzpoMXxA80PMICsVhzfL6MGSCqZtsQOo=,/K6ho6jOuyPUbAlZeav5X/mcboFVrUH50QwxwXMRuFM=,6,1,1,12,5,3,0,0
5013325,2018-10-23 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,wmSqGTqsAyWkNPvpGkVe/Jb9ezYUQbMHUQmyDPhmRLQ=,MtUX+AXrRcChfcgFjnVH3ZY969ypDMMXdJw0SeqfScg=,2,1,0,7,1,0,1,0
5016962,2019-04-23 12:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,kWC7tp+Ms6zrg+kHdqOvEhUdKpT4PZOSEDZvFE9v2sE=,ZzL7HbFxEabTJaKch4m/6eXn2KGSZM57gLh1jCMgzR0=,20,2,0,10,1,0,1,0
5019158,2019-05-09 14:45:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,DtvKO1+2Ch/AE2FEfvJk1CyuVHFhFA08kGI64zamVfI=,MztquktdRCRDGptWQ5ZZMpC8hfJ6V3w50kFStgl1Vlk=,2,1,1,34,2,1,0,0
5019756,2019-05-06 16:00:00 UTC,25BBuM6hiBHNi3SIop1N3yVZcYwmSCrHoN5dnyt397I=,m/JWFlWTObOlrpPo0GSe5ZY8bBRPfH9U/ZsdbbyIa5w=,1jOHus+TDwAwp7YC3VZFMgrMAw2FexXn9htXHig3x1k=,5,1,1,33,2,0,1,0
5022317,2019-05-19 13:45:00 UTC,4IEuyf0Q/ZcI814fUZCb2o72QEjynwbihuzd6AWSUZU=,jZvYpEa6VB/WrlKKmQHnfbv/xJ4OypBzq0epVcn500Q=,GS/qjHpLFVH6vXV9WeLyBezT4RT2uNHEo8YkrkMprtc=,14,2,0,42,1,0,1,1
5024109,2019-05-09 16:00:00 UTC,25BBuM6hiBHNi3SIop1N3yVZcYwmSCrHoN5dnyt397I=,ZOO50WfENqtWGe4uBkJcqW4nppgtuJKCAoqx34z8eOw=,ai7RW3seNuy/0GtNGVumyz7dSSJ56ZLgY+IZMlJIwrU=,6,1,0,262,1,0,1,0
5024248,2019-05-11 19:45:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,TNultEGnWJ9JPQ+o/+IyosqUKfeH2pvHu1EqogDrBPw=,0rZYnsdoX9lB6kF2EA9UZGW7ItQmaN5o0ka3H8JEhbY=,7,1,0,926,1,0,1,0
5027249,2019-06-06 16:15:00 UTC,25BBuM6hiBHNi3SIop1N3yVZcYwmSCrHoN5dnyt397I=,W4l0TIo0YQXLT/c8/Uy7OLtElmNuNWPODI7HkJ0NaI0=,Nz0/FdaSULhAV1Vm6swDKoQpR3d88elvWSoUWeOxIUs=,19,1,1,66,2,0,1,0
5030390,2019-06-03 20:30:00 UTC,4qTG7XqzmOWUpeIhEJ/eN05YJf0C9lxbxGPa7bUeGBQ=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,gL8jQ2Jubb6r0QHK7bcaPIpMZWA5KMUK3hsogxH8JxU=,6,1,0,17,1,0,1,1
5031904,2019-06-03 20:15:00 UTC,4qTG7XqzmOWUpeIhEJ/eN05YJf0C9lxbxGPa7bUeGBQ=,NbzNnWabooJ8J/09unhbUwFiH6Jr9Vv3VQwYF8cT2IY=,2eGaSirDeKMG1CUbnnspJuxTDTxCFuNo9+eGbF6ps+Q=,3,1,0,23,1,0,1,0
5032887,2018-10-01 13:45:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,tOR47i7wGbuHkGxkhX9tHItMHHuJtAttsvHDOjDRVOw=,DETnB1QanK2d6VIJougH2n1TzL1hPztWn+LoMxT53Ww=,6,1,0,18,1,0,1,1
5034195,2018-10-29 20:00:00 UTC,4x0V+hCIYpGelduIzTyMNF/6NtZvMVbpD0NUe3ro8hI=,K+E2pj1HgSC5GexBpChmTuG21HlO2wcCulMly1KSNE4=,6lgvONGct9PwXGjAjANd6sP5Agix4wrSA2DIv2EyFCg=,6,1,0,5,1,0,1,1
5037088,2018-11-06 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,IN2rf9N8yr1JT9tAJXei08vWhgCbmljAZ141KO0Bdto=,ZAnP4jbFj3i7EFBd3mxA+PgHGbBKuJvKctU2TKoO+zU=,15,1,1,17,1,6,0,0
5037328,2018-11-27 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,6U61DyP2lMcrqSxLp8pU4JOtVvXq/BnxM/YXDVtOMbQ=,911Re3bGoJU8rqOTGibYue+O4aXOOht4YGw88C54cnE=,8,1,1,12,1,3,0,0
5038977,2018-11-02 19:30:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,ip5uBacJ1fPhAi+v1Uymms6Ie5bRJCPNau3ZoyRwiKo=,OTk3ihWHICrN1YVCtYwfptZIt3sUYA+Minz/CYBGMMQ=,41,3,0,2,1,0,1,3
5039184,2018-11-23 12:45:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,6D5fnKSwpuVFWMHq/MefEmap29SB81RrI5rS53I8NxA=,1,1,0,111,1,0,1,0
5040784,2018-11-11 20:15:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,4SBeVrJgh8ZwvSY6e/VWdSa0DJUHDRe/l7oRV8lcMlQ=,A4LBQen5G1+p2bEx9YoEGGHf6zDC53FiZSe7AYbdOiU=,4,1,0,6,1,0,1,0
5045907,2018-12-25 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,SSDMxAE5L1x25IfMEbpXrmr8mQIqZzu40Nb6QyxBDKw=,lqTy6vqnBDWSFImZpmCq6g0FNh3dj4kYyket0flAOm8=,1,1,1,14,1,3,0,0
5046828,2018-12-06 16:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,CF13V6t23GjzMMrmb1dKAo7CKiOon8TM72V7olKWEgw=,FOe15IsR3By2LR6vEPU8vbqL11sZwwK/aFyF7HUWJHo=,7,1,1,24,5,1,0,0
5047057,2018-12-15 19:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,i2BVfTp485wM+aQN1OTMKJr+SQDTDi5fuNDk9dp360g=,uTquQvyskY35OTQbD64u43rGOeWd+LBQhIo5SmDhSLY=,4,1,1,68,3,0,1,0
5047784,2018-12-24 11:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,8r/LuwAYZGqYjMC99f1GuYesPmAC/r9IICHF832X20o=,nlDPElRfiY6C2QlyMans4qUuFmln5TvEhRX/nMtZHHQ=,5,1,1,28,3,2,0,0
5048172,2018-12-24 17:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,Gxwblz42IsMsZNyQ/o1AOV2zvb9lGbE/lk8NAHtE3uc=,rfEDkD84dEBqstgq4wfoSIWemPVuoqeHIugwo/vhEas=,33,2,1,0,0,2,0,2
5049440,2018-12-29 16:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,L3ZeqTupA6ZuETrW3aXaw86JZGYl1uRF5LkZGKDhois=,Lxrj3GyMeOvZKphtiEvCtAgrJMw0nHTJomcsr04ce3s=,9,1,0,7,1,0,1,3
5052057,2019-06-20 08:45:00 UTC,llR7iuPXJXXrJ0uyolSwJqzpNd5UODNL0gBKUjNtuE4=,GWrfasljlyqZ+UNT8MRgzzxZcKQFFHyQVMnG7T7Wre8=,Ens985MH8wSxI5XrzSDs914EXY3S1uJ6Jv9H95YBnEE=,14,1,0,6,1,0,1,1
5052322,2019-06-14 15:00:00 UTC,bYw1ZErzz+UH7zsbDUhL20xDJUCNbGd34Do9LyAr5hM=,U0mwINNikgvZ0ftlUeNE7EDUElvPx/tTWfJtl20gC6g=,ZlU9mwzY7SrjfyIDd+CgyQHyIuopUC/qu+EGr3tqXFg=,2,1,0,130,1,0,1,0
5054586,2019-07-17 12:00:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,qTFR2TIte0fD2b2N9J1h/QspauQCDlkyzaanvg5SsNc=,kOcm6CtFh9drsFDrnwkMBCMwhL+SbdAJ5YLGo7q8DN0=,4,1,1,399,2,0,1,0
5056845,2019-07-18 13:00:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,NbzNnWabooJ8J/09unhbUwFiH6Jr9Vv3VQwYF8cT2IY=,Ox9jtpEnG4xIvbbwcSYY7E3N1ib55w4WYqwcN2Nj00w=,11,1,0,36,1,0,1,1
5065444,2018-09-20 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,oAoQyh9NT0lXlshN6sYYNSMTizpgCVqITEKcEthrDZU=,E8Q+iTfHkwC8DPuWVPKbkFWaYsRr9nGuxhIpxPlByg4=,6,1,0,14,1,0,1,1
5074057,2019-07-24 23:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,fUS+lwrU72Y+ptfVgOizEfpUrXfio5LGDQUUpIOIvS4=,39,1,0,29,1,0,1,0
5074129,2019-07-18 21:30:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,RwQFhmmgh7BDmcAXHWCCL+WgZPf5zYQylM5AP2OxEhU=,5,1,0,239,1,0,1,0
5075915,2019-07-24 22:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,ncpSV/Tw2uD3d5TPnUjjXA+mqgn81thyxj8FxznUxZY=,6viZnVegHWVWBOwojEgNpynegNGe5I71yz7wK6gS2l0=,2,1,0,5,1,0,1,0
5076134,2019-07-24 13:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,5HHrsQn5qiyLxLdipqrxulXA40DVSUGJ5ciQw/cHxHs=,EGn8tjaHQYjGMY6uRxSxDo7ADQREOSpJe9R5zSNGjHs=,2,1,0,65,1,0,1,0
5077043,2018-08-20 22:15:00 UTC,yPekXx1Zrv1pFIccXt4YcifgY0zodFpUk/JTNP41wlo=,YuGOmB+frbM8rfAa0RJE882R+IoMf9N89OiVqLbAHBw=,Slf4+i2j4/mT8F9QF0WObwPGAv9oJkZAJyN5CV34gV8=,5,1,0,262,1,0,1,0
